,loss,accuracy,val_loss,val_accuracy
0,2.5722224712371826,0.638479471206665,1.0300712585449219,0.7801857590675354
1,1.453506588935852,0.7366175055503845,1.8672353029251099,0.6547987461090088
2,1.7202733755111694,0.7187742590904236,1.0917197465896606,0.7879257202148438
3,1.5074982643127441,0.7629945874214172,1.0192235708236694,0.806501567363739
4,1.6284219026565552,0.7435997128486633,1.619704246520996,0.7445820569992065
5,1.67825186252594,0.7680372595787048,0.8916406631469727,0.8343653082847595
6,1.9302189350128174,0.7552366256713867,1.2579485177993774,0.8204334378242493
7,1.9484003782272339,0.7618308663368225,1.0486880540847778,0.8591331243515015
8,1.8734261989593506,0.7746315002441406,1.1177701950073242,0.8405572772026062
9,2.0345077514648438,0.7711403965950012,1.0964940786361694,0.8513931632041931
10,1.815780520439148,0.7913110852241516,1.1948878765106201,0.8513931632041931
11,1.7282339334487915,0.7901474237442017,1.1794536113739014,0.8297213912010193
12,2.1804261207580566,0.7734677791595459,1.5667870044708252,0.801857590675354
13,1.8818022012710571,0.794802188873291,1.7929493188858032,0.7848297357559204
14,2.1224911212921143,0.7788983583450317,1.658509612083435,0.8034055829048157
15,2.0599355697631836,0.7928627133369446,1.1154670715332031,0.8591331243515015
16,2.39302134513855,0.7750194072723389,2.4684882164001465,0.7430340647697449
17,2.041851282119751,0.7944142818450928,1.445281982421875,0.8173374533653259
18,2.2624876499176025,0.786268413066864,2.6755473613739014,0.7430340647697449
19,2.6844589710235596,0.7595034837722778,1.66539466381073,0.8374612927436829
20,2.10955548286438,0.7971295714378357,1.1776130199432373,0.8730649948120117
21,2.2201807498931885,0.7986811399459839,1.1042582988739014,0.8684210777282715
22,1.899487018585205,0.8149728178977966,1.4091823101043701,0.8575851321220398
23,2.329446792602539,0.7951900959014893,1.7309632301330566,0.8219814300537109
24,2.1953184604644775,0.7975174784660339,1.7183609008789062,0.8359133005142212
25,2.4042599201202393,0.7839410305023193,1.4089281558990479,0.8498452305793762
26,2.6551082134246826,0.7893716096878052,2.8460421562194824,0.7585139274597168
27,2.591188669204712,0.7889837026596069,1.707085132598877,0.8452012538909912
28,2.257380962371826,0.8037238121032715,1.8219581842422485,0.8297213912010193
29,2.506681442260742,0.7924748063087463,1.8249456882476807,0.8235294222831726
30,2.4479939937591553,0.7990690469741821,2.1808950901031494,0.8126934766769409
31,2.15208101272583,0.821179211139679,1.162380576133728,0.8823529481887817
32,2.190603256225586,0.8037238121032715,1.7573012113571167,0.8405572772026062
33,2.5776946544647217,0.7920868992805481,1.481666922569275,0.8498452305793762
34,2.435432195663452,0.8060511946678162,1.7731666564941406,0.8343653082847595
35,2.4183671474456787,0.8091543912887573,1.3669805526733398,0.8668730854988098
36,2.549612045288086,0.7998448610305786,1.413155436515808,0.8467492461204529
37,2.2739622592926025,0.8118696808815002,1.4240933656692505,0.8606811165809631
38,2.6052350997924805,0.7971295714378357,1.7172209024429321,0.826625406742096
39,2.4387383460998535,0.8033359050750732,2.8535990715026855,0.7693498730659485
40,2.752272605895996,0.8002327680587769,1.3971962928771973,0.8606811165809631
41,2.594470977783203,0.7963537573814392,1.4506916999816895,0.8653250932693481
42,2.7290914058685303,0.7851047515869141,1.4332687854766846,0.87151700258255
43,2.623652935028076,0.8013964295387268,1.7033028602600098,0.8529411554336548
44,2.9287161827087402,0.7944142818450928,1.7643111944198608,0.8575851321220398
45,2.3875536918640137,0.8176881074905396,1.2796000242233276,0.8900928497314453
46,2.6121108531951904,0.8169123530387878,1.382327675819397,0.8823529481887817
47,2.7564918994903564,0.7944142818450928,1.4664838314056396,0.8668730854988098
48,2.611262798309326,0.7998448610305786,1.6938979625701904,0.8622291088104248
49,2.848801612854004,0.804499626159668,1.465195655822754,0.8792569637298584
50,2.4341185092926025,0.8110938668251038,1.2813072204589844,0.8885449171066284
51,2.6311676502227783,0.8072149157524109,1.297100305557251,0.891640841960907
52,2.674764633178711,0.8060511946678162,1.3113983869552612,0.8808049559593201
53,2.6379363536834717,0.8056632876396179,1.4880260229110718,0.8591331243515015
54,2.574171304702759,0.8079906702041626,4.699782848358154,0.7182662487030029
55,2.6998162269592285,0.802947998046875,1.386048436164856,0.8808049559593201
56,2.479022979736328,0.8145849704742432,1.5493619441986084,0.8746129870414734
57,2.4808340072631836,0.8176881074905396,2.0131702423095703,0.8297213912010193
58,2.635723829269409,0.8200154900550842,1.4006112813949585,0.8823529481887817
59,2.3489205837249756,0.8219550251960754,1.5334492921829224,0.8653250932693481
60,2.3788206577301025,0.818463921546936,1.559926986694336,0.87151700258255
61,2.6771018505096436,0.804499626159668,2.619744062423706,0.801857590675354
62,2.945662260055542,0.7944142818450928,1.3980497121810913,0.8746129870414734
63,3.0393452644348145,0.793250560760498,2.9071121215820312,0.7956656217575073
64,3.073486566543579,0.8010085225105286,2.4552271366119385,0.8235294222831726
65,2.6628458499908447,0.8130333423614502,1.7326246500015259,0.8544891476631165
66,2.589062452316284,0.8103180527687073,1.664604663848877,0.8653250932693481
67,2.7740607261657715,0.8079906702041626,1.6214306354522705,0.8730649948120117
68,2.5640010833740234,0.8161365389823914,1.7268201112747192,0.8560371398925781
69,2.763531446456909,0.811481773853302,1.732378602027893,0.8622291088104248
