,loss,accuracy,val_loss,val_accuracy
0,0.8591160178184509,0.6109387278556824,0.5018691420555115,0.7739937901496887
1,0.7342674136161804,0.6691233515739441,0.49772909283638,0.7678018808364868
2,0.6141254901885986,0.7230411171913147,0.5847408175468445,0.7198142409324646
3,0.6008650064468384,0.7339022755622864,0.450147420167923,0.8157894611358643
4,0.5998034477233887,0.7397207021713257,0.4472672641277313,0.8126934766769409
5,0.5702735185623169,0.7521334290504456,0.4815085828304291,0.7662538886070251
6,0.5527983903884888,0.7633824944496155,0.971754252910614,0.5897833108901978
7,0.5857610106468201,0.7560124397277832,0.4420222342014313,0.7956656217575073
8,0.624397873878479,0.752909243106842,0.5940036177635193,0.7461300492286682
9,0.5690362453460693,0.7633824944496155,0.46343228220939636,0.797213613986969
10,0.5910350680351257,0.7622187733650208,0.40988689661026,0.8235294222831726
11,0.5799039006233215,0.7680372595787048,0.45429134368896484,0.8173374533653259
12,0.5637555122375488,0.7726920247077942,0.39851540327072144,0.8343653082847595
13,0.591035008430481,0.762606680393219,0.4432908892631531,0.8173374533653259
14,0.5638912320137024,0.7750194072723389,0.41366320848464966,0.8281733989715576
15,0.5353723764419556,0.7909231781959534,0.4074559211730957,0.8359133005142212
16,0.6050957441329956,0.7657098770141602,0.5310966372489929,0.7755417823791504
17,0.7346444129943848,0.7401086091995239,0.44053465127944946,0.8157894611358643
18,0.596928060054779,0.7715283036231995,0.5218202471733093,0.7786377668380737
19,0.6872119307518005,0.7525213360786438,0.6791067123413086,0.7445820569992065
20,0.5877405405044556,0.77812260389328,0.40457072854042053,0.8312693238258362
21,0.591044545173645,0.7820015549659729,0.5242194533348083,0.7848297357559204
22,0.6629614233970642,0.7657098770141602,0.4502234160900116,0.8126934766769409
23,0.6482778787612915,0.7699767351150513,0.45908123254776,0.8173374533653259
24,0.641686737537384,0.7769588828086853,0.5513020157814026,0.7739937901496887
25,0.6040356755256653,0.7730799317359924,0.4202953279018402,0.826625406742096
26,0.6438828110694885,0.7726920247077942,0.4129113256931305,0.8328173160552979
27,0.6498841643333435,0.7707525491714478,0.4505169689655304,0.8095975518226624
28,0.7257844805717468,0.7498060464859009,0.4334241449832916,0.8250774145126343
29,0.6880918145179749,0.7703646421432495,0.46621811389923096,0.8250774145126343
30,0.6472290754318237,0.7738556861877441,0.48870640993118286,0.8126934766769409
31,0.544005274772644,0.7998448610305786,0.43338659405708313,0.826625406742096
32,0.5917990207672119,0.793250560760498,0.43576470017433167,0.8250774145126343
33,0.5528759956359863,0.7936384677886963,0.42343953251838684,0.8359133005142212
34,0.6186308264732361,0.7765709757804871,0.41146162152290344,0.8405572772026062
35,0.6400232315063477,0.7750194072723389,0.6341046690940857,0.7693498730659485
